"rules","support","confidence","lift","count"
"{milk,predator,backbone,legs=4,tail} => {type=mamifero}",0.151515151515152,1,2.475,15
"{milk,toothed,breathes,legs=4,tail} => {type=mamifero}",0.272727272727273,1,2.475,27
"{milk,toothed,backbone,breathes,legs=4} => {type=mamifero}",0.303030303030303,1,2.475,30
"{milk,toothed,backbone,legs=4,tail} => {type=mamifero}",0.272727272727273,1,2.475,27
"{milk,backbone,breathes,legs=4,tail} => {type=mamifero}",0.282828282828283,1,2.475,28
"{hair,predator,toothed,legs=4,catsize} => {type=mamifero}",0.141414141414141,1,2.475,14
"{hair,predator,breathes,legs=4,catsize} => {type=mamifero}",0.151515151515152,1,2.475,15
"{hair,predator,legs=4,tail,catsize} => {type=mamifero}",0.131313131313131,1,2.475,13
"{hair,predator,backbone,legs=4,catsize} => {type=mamifero}",0.151515151515152,1,2.475,15
"{hair,toothed,breathes,legs=4,catsize} => {type=mamifero}",0.242424242424242,1,2.475,24
"{hair,toothed,legs=4,tail,catsize} => {type=mamifero}",0.222222222222222,1,2.475,22
"{hair,toothed,backbone,legs=4,catsize} => {type=mamifero}",0.242424242424242,1,2.475,24
"{hair,breathes,legs=4,tail,catsize} => {type=mamifero}",0.232323232323232,1,2.475,23
"{hair,backbone,breathes,legs=4,catsize} => {type=mamifero}",0.252525252525253,1,2.475,25
"{hair,backbone,legs=4,tail,catsize} => {type=mamifero}",0.232323232323232,1,2.475,23
"{hair,predator,toothed,breathes,legs=4} => {type=mamifero}",0.161616161616162,1,2.475,16
"{hair,predator,toothed,legs=4,tail} => {type=mamifero}",0.141414141414141,1,2.475,14
"{hair,predator,toothed,backbone,legs=4} => {type=mamifero}",0.161616161616162,1,2.475,16
"{hair,predator,breathes,legs=4,tail} => {type=mamifero}",0.151515151515152,1,2.475,15
"{hair,predator,backbone,breathes,legs=4} => {type=mamifero}",0.171717171717172,1,2.475,17
"{hair,predator,backbone,legs=4,tail} => {type=mamifero}",0.151515151515152,1,2.475,15
"{hair,toothed,breathes,legs=4,tail} => {type=mamifero}",0.272727272727273,1,2.475,27
"{hair,toothed,backbone,breathes,legs=4} => {type=mamifero}",0.303030303030303,1,2.475,30
"{hair,toothed,backbone,legs=4,tail} => {type=mamifero}",0.272727272727273,1,2.475,27
"{hair,backbone,breathes,legs=4,tail} => {type=mamifero}",0.282828282828283,1,2.475,28
"{predator,toothed,breathes,legs=4,catsize} => {type=mamifero}",0.141414141414141,1,2.475,14
"{predator,toothed,legs=4,tail,catsize} => {type=mamifero}",0.121212121212121,1,2.475,12
"{predator,toothed,backbone,legs=4,catsize} => {type=mamifero}",0.141414141414141,1,2.475,14
"{predator,breathes,legs=4,tail,catsize} => {type=mamifero}",0.131313131313131,1,2.475,13
"{predator,backbone,breathes,legs=4,catsize} => {type=mamifero}",0.151515151515152,1,2.475,15
"{predator,backbone,legs=4,tail,catsize} => {type=mamifero}",0.131313131313131,1,2.475,13
"{toothed,breathes,legs=4,tail,catsize} => {type=mamifero}",0.222222222222222,1,2.475,22
"{toothed,backbone,breathes,legs=4,catsize} => {type=mamifero}",0.242424242424242,1,2.475,24
"{toothed,backbone,legs=4,tail,catsize} => {type=mamifero}",0.222222222222222,1,2.475,22
"{backbone,breathes,legs=4,tail,catsize} => {type=mamifero}",0.232323232323232,0.958333333333333,2.371875,23
"{toothed,backbone,breathes,legs=4,tail} => {type=mamifero}",0.272727272727273,0.931034482758621,2.30431034482759,27
"{hair,milk,predator,toothed,catsize} => {type=mamifero}",0.161616161616162,1,2.475,16
"{hair,milk,predator,breathes,catsize} => {type=mamifero}",0.171717171717172,1,2.475,17
"{hair,milk,predator,tail,catsize} => {type=mamifero}",0.141414141414141,1,2.475,14
"{hair,milk,predator,backbone,catsize} => {type=mamifero}",0.171717171717172,1,2.475,17
"{hair,milk,toothed,breathes,catsize} => {type=mamifero}",0.282828282828283,1,2.475,28
"{hair,milk,toothed,tail,catsize} => {type=mamifero}",0.242424242424242,1,2.475,24
"{hair,milk,toothed,backbone,catsize} => {type=mamifero}",0.282828282828283,1,2.475,28
"{hair,milk,breathes,tail,catsize} => {type=mamifero}",0.252525252525253,1,2.475,25
"{hair,milk,backbone,breathes,catsize} => {type=mamifero}",0.292929292929293,1,2.475,29
"{hair,milk,backbone,tail,catsize} => {type=mamifero}",0.252525252525253,1,2.475,25
"{hair,milk,predator,toothed,breathes} => {type=mamifero}",0.181818181818182,1,2.475,18
"{hair,milk,predator,toothed,tail} => {type=mamifero}",0.151515151515152,1,2.475,15
"{hair,milk,predator,toothed,backbone} => {type=mamifero}",0.181818181818182,1,2.475,18
"{hair,milk,predator,breathes,tail} => {type=mamifero}",0.161616161616162,1,2.475,16
"{hair,milk,predator,backbone,breathes} => {type=mamifero}",0.191919191919192,1,2.475,19
"{hair,milk,predator,backbone,tail} => {type=mamifero}",0.161616161616162,1,2.475,16
"{hair,milk,toothed,breathes,tail} => {type=mamifero}",0.323232323232323,1,2.475,32
"{hair,milk,toothed,backbone,breathes} => {type=mamifero}",0.373737373737374,1,2.475,37
"{hair,milk,toothed,backbone,tail} => {type=mamifero}",0.323232323232323,1,2.475,32
"{hair,milk,backbone,breathes,tail} => {type=mamifero}",0.333333333333333,1,2.475,33
"{milk,predator,toothed,breathes,catsize} => {type=mamifero}",0.181818181818182,1,2.475,18
"{milk,predator,toothed,tail,catsize} => {type=mamifero}",0.151515151515152,1,2.475,15
"{milk,predator,toothed,backbone,catsize} => {type=mamifero}",0.181818181818182,1,2.475,18
"{milk,predator,breathes,tail,catsize} => {type=mamifero}",0.161616161616162,1,2.475,16
"{milk,predator,backbone,breathes,catsize} => {type=mamifero}",0.191919191919192,1,2.475,19
"{milk,predator,backbone,tail,catsize} => {type=mamifero}",0.161616161616162,1,2.475,16
"{milk,toothed,breathes,tail,catsize} => {type=mamifero}",0.262626262626263,1,2.475,26
"{milk,toothed,backbone,breathes,catsize} => {type=mamifero}",0.303030303030303,1,2.475,30
"{milk,toothed,backbone,tail,catsize} => {type=mamifero}",0.262626262626263,1,2.475,26
"{milk,backbone,breathes,tail,catsize} => {type=mamifero}",0.272727272727273,1,2.475,27
"{milk,predator,toothed,breathes,tail} => {type=mamifero}",0.171717171717172,1,2.475,17
"{milk,predator,toothed,backbone,breathes} => {type=mamifero}",0.202020202020202,1,2.475,20
"{milk,predator,toothed,backbone,tail} => {type=mamifero}",0.171717171717172,1,2.475,17
"{milk,predator,backbone,breathes,tail} => {type=mamifero}",0.181818181818182,1,2.475,18
"{milk,toothed,backbone,breathes,tail} => {type=mamifero}",0.343434343434343,1,2.475,34
"{hair,predator,toothed,breathes,catsize} => {type=mamifero}",0.161616161616162,1,2.475,16
"{hair,predator,toothed,tail,catsize} => {type=mamifero}",0.131313131313131,1,2.475,13
"{hair,predator,toothed,backbone,catsize} => {type=mamifero}",0.161616161616162,1,2.475,16
"{hair,predator,breathes,tail,catsize} => {type=mamifero}",0.141414141414141,1,2.475,14
"{hair,predator,backbone,breathes,catsize} => {type=mamifero}",0.171717171717172,1,2.475,17
"{hair,predator,backbone,tail,catsize} => {type=mamifero}",0.141414141414141,1,2.475,14
"{hair,toothed,breathes,tail,catsize} => {type=mamifero}",0.242424242424242,1,2.475,24
"{hair,toothed,backbone,breathes,catsize} => {type=mamifero}",0.282828282828283,1,2.475,28
"{hair,toothed,backbone,tail,catsize} => {type=mamifero}",0.242424242424242,1,2.475,24
"{hair,backbone,breathes,tail,catsize} => {type=mamifero}",0.252525252525253,1,2.475,25
"{hair,predator,toothed,breathes,tail} => {type=mamifero}",0.151515151515152,1,2.475,15
"{hair,predator,toothed,backbone,breathes} => {type=mamifero}",0.181818181818182,1,2.475,18
"{hair,predator,toothed,backbone,tail} => {type=mamifero}",0.151515151515152,1,2.475,15
"{hair,predator,backbone,breathes,tail} => {type=mamifero}",0.161616161616162,1,2.475,16
"{hair,toothed,backbone,breathes,tail} => {type=mamifero}",0.323232323232323,1,2.475,32
"{predator,toothed,breathes,tail,catsize} => {type=mamifero}",0.151515151515152,1,2.475,15
"{predator,toothed,backbone,breathes,catsize} => {type=mamifero}",0.181818181818182,1,2.475,18
"{toothed,backbone,breathes,tail,catsize} => {type=mamifero}",0.262626262626263,1,2.475,26
"{eggs,aquatic,toothed,fins,legs=0,tail} => {type=pez}",0.131313131313131,1,7.61538461538461,13
"{eggs,aquatic,toothed,backbone,fins,legs=0} => {type=pez}",0.131313131313131,1,7.61538461538461,13
"{eggs,aquatic,backbone,fins,legs=0,tail} => {type=pez}",0.131313131313131,1,7.61538461538461,13
"{eggs,toothed,backbone,fins,legs=0,tail} => {type=pez}",0.131313131313131,1,7.61538461538461,13
"{eggs,aquatic,toothed,backbone,fins,tail} => {type=pez}",0.131313131313131,1,7.61538461538461,13
"{eggs,aquatic,toothed,backbone,legs=0,tail} => {type=pez}",0.131313131313131,1,7.61538461538461,13
"{feathers,eggs,airborne,breathes,legs=2,tail} => {type=ave}",0.161616161616162,1,4.95,16
"{feathers,eggs,airborne,backbone,breathes,legs=2} => {type=ave}",0.161616161616162,1,4.95,16
"{feathers,eggs,airborne,backbone,legs=2,tail} => {type=ave}",0.161616161616162,1,4.95,16
"{feathers,airborne,backbone,breathes,legs=2,tail} => {type=ave}",0.161616161616162,1,4.95,16
"{feathers,eggs,airborne,backbone,breathes,tail} => {type=ave}",0.161616161616162,1,4.95,16
"{feathers,eggs,backbone,breathes,legs=2,tail} => {type=ave}",0.202020202020202,1,4.95,20
"{eggs,airborne,backbone,breathes,legs=2,tail} => {type=ave}",0.161616161616162,1,4.95,16
"{hair,milk,predator,toothed,legs=4,catsize} => {type=mamifero}",0.141414141414141,1,2.475,14
"{hair,milk,predator,breathes,legs=4,catsize} => {type=mamifero}",0.151515151515152,1,2.475,15
"{hair,milk,predator,legs=4,tail,catsize} => {type=mamifero}",0.131313131313131,1,2.475,13
"{hair,milk,predator,backbone,legs=4,catsize} => {type=mamifero}",0.151515151515152,1,2.475,15
"{hair,milk,toothed,breathes,legs=4,catsize} => {type=mamifero}",0.242424242424242,1,2.475,24
"{hair,milk,toothed,legs=4,tail,catsize} => {type=mamifero}",0.222222222222222,1,2.475,22
"{hair,milk,toothed,backbone,legs=4,catsize} => {type=mamifero}",0.242424242424242,1,2.475,24
"{hair,milk,breathes,legs=4,tail,catsize} => {type=mamifero}",0.232323232323232,1,2.475,23
"{hair,milk,backbone,breathes,legs=4,catsize} => {type=mamifero}",0.252525252525253,1,2.475,25
"{hair,milk,backbone,legs=4,tail,catsize} => {type=mamifero}",0.232323232323232,1,2.475,23
"{hair,milk,predator,toothed,breathes,legs=4} => {type=mamifero}",0.161616161616162,1,2.475,16
"{hair,milk,predator,toothed,legs=4,tail} => {type=mamifero}",0.141414141414141,1,2.475,14
"{hair,milk,predator,toothed,backbone,legs=4} => {type=mamifero}",0.161616161616162,1,2.475,16
"{hair,milk,predator,breathes,legs=4,tail} => {type=mamifero}",0.151515151515152,1,2.475,15
"{hair,milk,predator,backbone,breathes,legs=4} => {type=mamifero}",0.171717171717172,1,2.475,17
"{hair,milk,predator,backbone,legs=4,tail} => {type=mamifero}",0.151515151515152,1,2.475,15
"{hair,milk,toothed,breathes,legs=4,tail} => {type=mamifero}",0.272727272727273,1,2.475,27
"{hair,milk,toothed,backbone,breathes,legs=4} => {type=mamifero}",0.303030303030303,1,2.475,30
"{hair,milk,toothed,backbone,legs=4,tail} => {type=mamifero}",0.272727272727273,1,2.475,27
"{hair,milk,backbone,breathes,legs=4,tail} => {type=mamifero}",0.282828282828283,1,2.475,28
"{milk,predator,toothed,breathes,legs=4,catsize} => {type=mamifero}",0.141414141414141,1,2.475,14
"{milk,predator,toothed,legs=4,tail,catsize} => {type=mamifero}",0.121212121212121,1,2.475,12
"{milk,predator,toothed,backbone,legs=4,catsize} => {type=mamifero}",0.141414141414141,1,2.475,14
"{milk,predator,breathes,legs=4,tail,catsize} => {type=mamifero}",0.131313131313131,1,2.475,13
"{milk,predator,backbone,breathes,legs=4,catsize} => {type=mamifero}",0.151515151515152,1,2.475,15
"{milk,predator,backbone,legs=4,tail,catsize} => {type=mamifero}",0.131313131313131,1,2.475,13
"{milk,toothed,breathes,legs=4,tail,catsize} => {type=mamifero}",0.222222222222222,1,2.475,22
"{milk,toothed,backbone,breathes,legs=4,catsize} => {type=mamifero}",0.242424242424242,1,2.475,24
"{milk,toothed,backbone,legs=4,tail,catsize} => {type=mamifero}",0.222222222222222,1,2.475,22
"{milk,backbone,breathes,legs=4,tail,catsize} => {type=mamifero}",0.232323232323232,1,2.475,23
"{milk,predator,toothed,breathes,legs=4,tail} => {type=mamifero}",0.141414141414141,1,2.475,14
"{milk,predator,toothed,backbone,breathes,legs=4} => {type=mamifero}",0.161616161616162,1,2.475,16
"{milk,predator,toothed,backbone,legs=4,tail} => {type=mamifero}",0.141414141414141,1,2.475,14
"{milk,predator,backbone,breathes,legs=4,tail} => {type=mamifero}",0.151515151515152,1,2.475,15
"{milk,toothed,backbone,breathes,legs=4,tail} => {type=mamifero}",0.272727272727273,1,2.475,27
"{hair,predator,toothed,breathes,legs=4,catsize} => {type=mamifero}",0.141414141414141,1,2.475,14
"{hair,predator,toothed,legs=4,tail,catsize} => {type=mamifero}",0.121212121212121,1,2.475,12
"{hair,predator,toothed,backbone,legs=4,catsize} => {type=mamifero}",0.141414141414141,1,2.475,14
"{hair,predator,breathes,legs=4,tail,catsize} => {type=mamifero}",0.131313131313131,1,2.475,13
"{hair,predator,backbone,breathes,legs=4,catsize} => {type=mamifero}",0.151515151515152,1,2.475,15
"{hair,predator,backbone,legs=4,tail,catsize} => {type=mamifero}",0.131313131313131,1,2.475,13
"{hair,toothed,breathes,legs=4,tail,catsize} => {type=mamifero}",0.222222222222222,1,2.475,22
"{hair,toothed,backbone,breathes,legs=4,catsize} => {type=mamifero}",0.242424242424242,1,2.475,24
"{hair,toothed,backbone,legs=4,tail,catsize} => {type=mamifero}",0.222222222222222,1,2.475,22
"{hair,backbone,breathes,legs=4,tail,catsize} => {type=mamifero}",0.232323232323232,1,2.475,23
"{hair,predator,toothed,breathes,legs=4,tail} => {type=mamifero}",0.141414141414141,1,2.475,14
"{hair,predator,toothed,backbone,breathes,legs=4} => {type=mamifero}",0.161616161616162,1,2.475,16
"{hair,predator,toothed,backbone,legs=4,tail} => {type=mamifero}",0.141414141414141,1,2.475,14
"{hair,predator,backbone,breathes,legs=4,tail} => {type=mamifero}",0.151515151515152,1,2.475,15
"{hair,toothed,backbone,breathes,legs=4,tail} => {type=mamifero}",0.272727272727273,1,2.475,27
"{predator,toothed,breathes,legs=4,tail,catsize} => {type=mamifero}",0.121212121212121,1,2.475,12
"{predator,toothed,backbone,breathes,legs=4,catsize} => {type=mamifero}",0.141414141414141,1,2.475,14
"{predator,toothed,backbone,legs=4,tail,catsize} => {type=mamifero}",0.121212121212121,1,2.475,12
"{predator,backbone,breathes,legs=4,tail,catsize} => {type=mamifero}",0.131313131313131,1,2.475,13
"{toothed,backbone,breathes,legs=4,tail,catsize} => {type=mamifero}",0.222222222222222,1,2.475,22
"{hair,milk,predator,toothed,breathes,catsize} => {type=mamifero}",0.161616161616162,1,2.475,16
"{hair,milk,predator,toothed,tail,catsize} => {type=mamifero}",0.131313131313131,1,2.475,13
"{hair,milk,predator,toothed,backbone,catsize} => {type=mamifero}",0.161616161616162,1,2.475,16
"{hair,milk,predator,breathes,tail,catsize} => {type=mamifero}",0.141414141414141,1,2.475,14
"{hair,milk,predator,backbone,breathes,catsize} => {type=mamifero}",0.171717171717172,1,2.475,17
"{hair,milk,predator,backbone,tail,catsize} => {type=mamifero}",0.141414141414141,1,2.475,14
"{hair,milk,toothed,breathes,tail,catsize} => {type=mamifero}",0.242424242424242,1,2.475,24
"{hair,milk,toothed,backbone,breathes,catsize} => {type=mamifero}",0.282828282828283,1,2.475,28
"{hair,milk,toothed,backbone,tail,catsize} => {type=mamifero}",0.242424242424242,1,2.475,24
"{hair,milk,backbone,breathes,tail,catsize} => {type=mamifero}",0.252525252525253,1,2.475,25
"{hair,milk,predator,toothed,breathes,tail} => {type=mamifero}",0.151515151515152,1,2.475,15
"{hair,milk,predator,toothed,backbone,breathes} => {type=mamifero}",0.181818181818182,1,2.475,18
"{hair,milk,predator,toothed,backbone,tail} => {type=mamifero}",0.151515151515152,1,2.475,15
"{hair,milk,predator,backbone,breathes,tail} => {type=mamifero}",0.161616161616162,1,2.475,16
"{hair,milk,toothed,backbone,breathes,tail} => {type=mamifero}",0.323232323232323,1,2.475,32
"{milk,predator,toothed,breathes,tail,catsize} => {type=mamifero}",0.151515151515152,1,2.475,15
"{milk,predator,toothed,backbone,breathes,catsize} => {type=mamifero}",0.181818181818182,1,2.475,18
"{milk,predator,toothed,backbone,tail,catsize} => {type=mamifero}",0.151515151515152,1,2.475,15
"{milk,predator,backbone,breathes,tail,catsize} => {type=mamifero}",0.161616161616162,1,2.475,16
"{milk,toothed,backbone,breathes,tail,catsize} => {type=mamifero}",0.262626262626263,1,2.475,26
"{milk,predator,toothed,backbone,breathes,tail} => {type=mamifero}",0.171717171717172,1,2.475,17
"{hair,predator,toothed,breathes,tail,catsize} => {type=mamifero}",0.131313131313131,1,2.475,13
"{hair,predator,toothed,backbone,breathes,catsize} => {type=mamifero}",0.161616161616162,1,2.475,16
"{hair,predator,toothed,backbone,tail,catsize} => {type=mamifero}",0.131313131313131,1,2.475,13
"{hair,predator,backbone,breathes,tail,catsize} => {type=mamifero}",0.141414141414141,1,2.475,14
"{hair,toothed,backbone,breathes,tail,catsize} => {type=mamifero}",0.242424242424242,1,2.475,24
"{hair,predator,toothed,backbone,breathes,tail} => {type=mamifero}",0.151515151515152,1,2.475,15
"{predator,toothed,backbone,breathes,tail,catsize} => {type=mamifero}",0.151515151515152,1,2.475,15
"{eggs,aquatic,toothed,backbone,fins,legs=0,tail} => {type=pez}",0.131313131313131,1,7.61538461538461,13
"{feathers,eggs,airborne,backbone,breathes,legs=2,tail} => {type=ave}",0.161616161616162,1,4.95,16
"{hair,milk,predator,toothed,breathes,legs=4,catsize} => {type=mamifero}",0.141414141414141,1,2.475,14
"{hair,milk,predator,toothed,legs=4,tail,catsize} => {type=mamifero}",0.121212121212121,1,2.475,12
"{hair,milk,predator,toothed,backbone,legs=4,catsize} => {type=mamifero}",0.141414141414141,1,2.475,14
"{hair,milk,predator,breathes,legs=4,tail,catsize} => {type=mamifero}",0.131313131313131,1,2.475,13
"{hair,milk,predator,backbone,breathes,legs=4,catsize} => {type=mamifero}",0.151515151515152,1,2.475,15
"{hair,milk,predator,backbone,legs=4,tail,catsize} => {type=mamifero}",0.131313131313131,1,2.475,13
"{hair,milk,toothed,breathes,legs=4,tail,catsize} => {type=mamifero}",0.222222222222222,1,2.475,22
"{hair,milk,toothed,backbone,breathes,legs=4,catsize} => {type=mamifero}",0.242424242424242,1,2.475,24
"{hair,milk,toothed,backbone,legs=4,tail,catsize} => {type=mamifero}",0.222222222222222,1,2.475,22
"{hair,milk,backbone,breathes,legs=4,tail,catsize} => {type=mamifero}",0.232323232323232,1,2.475,23
"{hair,milk,predator,toothed,breathes,legs=4,tail} => {type=mamifero}",0.141414141414141,1,2.475,14
"{hair,milk,predator,toothed,backbone,breathes,legs=4} => {type=mamifero}",0.161616161616162,1,2.475,16
"{hair,milk,predator,toothed,backbone,legs=4,tail} => {type=mamifero}",0.141414141414141,1,2.475,14
"{hair,milk,predator,backbone,breathes,legs=4,tail} => {type=mamifero}",0.151515151515152,1,2.475,15
"{hair,milk,toothed,backbone,breathes,legs=4,tail} => {type=mamifero}",0.272727272727273,1,2.475,27
"{milk,predator,toothed,breathes,legs=4,tail,catsize} => {type=mamifero}",0.121212121212121,1,2.475,12
"{milk,predator,toothed,backbone,breathes,legs=4,catsize} => {type=mamifero}",0.141414141414141,1,2.475,14
"{milk,predator,toothed,backbone,legs=4,tail,catsize} => {type=mamifero}",0.121212121212121,1,2.475,12
"{milk,predator,backbone,breathes,legs=4,tail,catsize} => {type=mamifero}",0.131313131313131,1,2.475,13
"{milk,toothed,backbone,breathes,legs=4,tail,catsize} => {type=mamifero}",0.222222222222222,1,2.475,22
"{milk,predator,toothed,backbone,breathes,legs=4,tail} => {type=mamifero}",0.141414141414141,1,2.475,14
"{hair,predator,toothed,breathes,legs=4,tail,catsize} => {type=mamifero}",0.121212121212121,1,2.475,12
"{hair,predator,toothed,backbone,breathes,legs=4,catsize} => {type=mamifero}",0.141414141414141,1,2.475,14
"{hair,predator,toothed,backbone,legs=4,tail,catsize} => {type=mamifero}",0.121212121212121,1,2.475,12
"{hair,predator,backbone,breathes,legs=4,tail,catsize} => {type=mamifero}",0.131313131313131,1,2.475,13
"{hair,toothed,backbone,breathes,legs=4,tail,catsize} => {type=mamifero}",0.222222222222222,1,2.475,22
"{hair,predator,toothed,backbone,breathes,legs=4,tail} => {type=mamifero}",0.141414141414141,1,2.475,14
"{predator,toothed,backbone,breathes,legs=4,tail,catsize} => {type=mamifero}",0.121212121212121,1,2.475,12
"{hair,milk,predator,toothed,breathes,tail,catsize} => {type=mamifero}",0.131313131313131,1,2.475,13
"{hair,milk,predator,toothed,backbone,breathes,catsize} => {type=mamifero}",0.161616161616162,1,2.475,16
"{hair,milk,predator,toothed,backbone,tail,catsize} => {type=mamifero}",0.131313131313131,1,2.475,13
"{hair,milk,predator,backbone,breathes,tail,catsize} => {type=mamifero}",0.141414141414141,1,2.475,14
"{hair,milk,toothed,backbone,breathes,tail,catsize} => {type=mamifero}",0.242424242424242,1,2.475,24
"{hair,milk,predator,toothed,backbone,breathes,tail} => {type=mamifero}",0.151515151515152,1,2.475,15
"{milk,predator,toothed,backbone,breathes,tail,catsize} => {type=mamifero}",0.151515151515152,1,2.475,15
"{hair,predator,toothed,backbone,breathes,tail,catsize} => {type=mamifero}",0.131313131313131,1,2.475,13
"{hair,milk,predator,toothed,breathes,legs=4,tail,catsize} => {type=mamifero}",0.121212121212121,1,2.475,12
"{hair,milk,predator,toothed,backbone,breathes,legs=4,catsize} => {type=mamifero}",0.141414141414141,1,2.475,14
"{hair,milk,predator,toothed,backbone,legs=4,tail,catsize} => {type=mamifero}",0.121212121212121,1,2.475,12
"{hair,milk,predator,backbone,breathes,legs=4,tail,catsize} => {type=mamifero}",0.131313131313131,1,2.475,13
"{hair,milk,toothed,backbone,breathes,legs=4,tail,catsize} => {type=mamifero}",0.222222222222222,1,2.475,22
"{hair,milk,predator,toothed,backbone,breathes,legs=4,tail} => {type=mamifero}",0.141414141414141,1,2.475,14
"{milk,predator,toothed,backbone,breathes,legs=4,tail,catsize} => {type=mamifero}",0.121212121212121,1,2.475,12
"{hair,predator,toothed,backbone,breathes,legs=4,tail,catsize} => {type=mamifero}",0.121212121212121,1,2.475,12
"{hair,milk,predator,toothed,backbone,breathes,tail,catsize} => {type=mamifero}",0.131313131313131,1,2.475,13
"{hair,milk,predator,toothed,backbone,breathes,legs=4,tail,catsize} => {type=mamifero}",0.121212121212121,1,2.475,12
